guid,sentence1,sentence2,score
1093,我最近在学摄影,希望能拍出美丽的照片,1
1094,你有参加过什么比赛吗,我只参加过一次,0
1095,我在学习如何养花,希望能让家里更美丽,1
1096,我爱喝茶,特别是绿茶,1
1097,你有特别喜欢的食物吗,我非常喜欢意大利面,0
1098,我在参加一次科学展览,希望能取得好成绩,1
1099,他在学习吉他,我觉得很有才华,1
1100,你觉得运动的重要性如何,我认为非常重要,0
1101,我在参加一个文化交流活动,希望能了解不同文化,1
1102,我喜欢去书店,发现新书总是令人兴奋,1
1103,你有喜欢的运动吗,我喜欢游泳,0
1104,我在学习如何画画,希望能提升我的艺术水平,1
1105,她在参加一次音乐比赛,我觉得她的声音很好,1
1106,你最近有看过什么电影吗,我只看了老电影,0
1107,我在尝试新的手工艺,希望能制作出漂亮的作品,1
1108,我爱去海边,享受阳光和沙滩,1
1109,你觉得生活中最重要的是什么,我认为是家庭,0
1110,我在参加一个马拉松训练营,希望能提升我的耐力,1
1111,我喜欢喝果汁,特别是橙汁,1
1112,你有听过那首新歌吗,我觉得很不错,0
1113,我在学习新的外语,希望能流利交流,1
1114,他在准备一次演讲,我觉得很有挑战,1
1115,你最近有什么兴趣爱好,我没有特别的爱好,0
1116,我在参加一个科学项目,希望能取得好成果,1
1117,我爱看纪录片,觉得很有教育意义,1
1118,你觉得团队合作重要吗,我认为非常重要,0
1119,我在学习如何做甜点,希望能给朋友分享美味,1
1120,我喜欢去公园散步,享受自然的宁静,1
1121,你有参加过什么活动吗,我比较少参加,0
1122,我在学习新的舞蹈,希望能提升我的舞技,1
1123,她在参加一次艺术比赛,我觉得她很有创意,1
1124,你觉得写作的重要性是什么,我认为是表达思想,0
1125,我在参加一个编程课程,希望能提升我的技能,1
1126,我爱去博物馆,欣赏历史和艺术,1
1127,你有喜欢的作家吗,我特别喜欢科幻作家,0
1128,我在学习新的技能,希望能增加自己的竞争力,1
1129,我最近在读一本小说,觉得故事很吸引人,1
1130,你觉得社交活动能带来什么,我认为能增进友谊,0
1131,我在参加一个文化活动,希望能了解更多传统,1
1132,我喜欢骑自行车,享受骑行的乐趣,1
1133,你有喜欢的运动队吗,我不太关注体育,0
1134,我在学习如何做陶器,希望能制作出独特的作品,1
1135,她在参加一次演讲训练,我觉得她很努力,1
1136,你最近有什么新的兴趣,我只是在家休息,0
1137,我在参加一个摄影比赛,希望能展示我的作品,1
1138,我爱喝牛奶,每天都要喝,1
1139,你觉得美术对孩子的重要性是什么,我认为很有益,0
1140,我在尝试新的饮食,希望能改善我的生活质量,1
1141,我喜欢参加各类志愿活动,帮助别人让我很快乐,1
1142,你最近有看过什么书吗,我只在读电子书,0
1143,我在学习如何写作,希望能提升我的文笔,1
1144,他在参加一次音乐培训,我觉得他很有潜力,1
1145,你觉得成功的关键是什么,我认为是努力和坚持,0
1146,我在参加一个科学展览,希望能和大家分享我的成果,1
1147,我喜欢去健身房,锻炼身体很重要,1
1148,你有听过哪个新歌吗,我觉得旋律很好,0
1149,我在学习新的乐器,希望能和朋友一起演奏,1
1150,她在参加一次舞蹈表演,我觉得她很有魅力,1
1151,你觉得学习的最有效方法是什么,我认为是多练习,0
1152,我在尝试新的运动项目,希望能锻炼身体,1
1153,我爱去音乐会,享受现场的氛围,1
1154,你最近有什么兴趣爱好,我没有特别的安排,0
1155,我在参加一个写作班,希望能提升我的写作技巧,1
1156,我喜欢喝咖啡,每天都要喝,1
1157,你有参加过什么比赛吗,我只参加过一次,0
1158,我在学习如何做手工艺品,希望能制作出有趣的作品,1
1159,他在参加一次科学比赛,我觉得他很有才华,1
1160,你觉得团队合作的重要性是什么,我认为是相互支持,0
1161,我在尝试新的健身计划,希望能看到效果,1
1162,我爱去公园散步,享受大自然的美好,1
1163,你有特别喜欢的电影吗,我特别喜欢纪录片,0
1164,我在学习新的编程技巧,希望能用在项目中,1
1165,她在参加一次演讲比赛,我觉得她很勇敢,1
1166,你觉得成功最重要的是什么,我认为是不断学习,0
1167,我在参加一个艺术课程,希望能提高我的艺术感觉,1
1168,我喜欢去书店,总能发现新书,1
1169,你有特别喜欢的食物吗,我非常喜欢中餐,0
1170,我在学习新的语言,希望能流利交流,1
1171,我在参加一次马拉松比赛,希望能完成挑战,1
1172,你觉得旅行能带来什么,我认为能开阔视野,0
1173,我在尝试新的运动,希望能找到我的兴趣,1
1174,我爱喝茶,尤其是红茶,1
1175,你有听过哪个新歌吗,我觉得旋律很好,0
1176,我在学习如何烹饪,希望能为家人做出美食,1
1177,他在参加一次演讲训练,我觉得他很有潜力,1
1178,你最近有什么特别的计划,我没有什么安排,0
1179,我在参加一个科学展览,希望能展示我的成果,1
1180,我喜欢跑步,每天都要锻炼,1
1181,你觉得学习新技能难吗,我认为只要有兴趣就不难,0
1182,我在尝试新的手工艺,希望能制作出美丽的作品,1
1183,我爱去健身房,保持身体健康很重要,1
1184,你有喜欢的博物馆吗,我最喜欢现代艺术博物馆,0
1185,我在学习如何制作糕点,希望能掌握更多技巧,1
1186,她在参加一次音乐比赛,我觉得她的声音很好,1
1187,你最近有什么兴趣爱好,我没有特别的爱好,0
1188,我在参加一个创意写作班,希望能提高我的写作能力,1
1189,我喜欢去海边,享受阳光和沙滩,1
1190,你觉得生活中最重要的是什么,我认为是家庭,0
1191,我在参加一次马拉松训练营,希望能提升我的耐力,1
1192,我爱喝果汁,特别是苹果汁,1
1193,你有参加过什么志愿活动吗,我曾经参加过几次,0
1194,我在学习如何做面包,希望能掌握更多技巧,1
1195,我喜欢去咖啡馆,享受安静的时光,1
1196,你觉得旅行能带来什么,我认为能开阔视野,0
1197,我在参加一次马拉松比赛,希望能挑战自己,1
1198,我爱看书,特别是历史类书籍,1
1199,你有喜欢的博物馆吗,我最喜欢自然历史博物馆,0
1200,我在学习新的编程语言,希望能用在项目中,1
1201,她在准备一次重要的演讲,我觉得她很有勇气,1
1202,你最近有什么特别的计划,我没有什么安排,0
1203,我在参加一个创意写作班,希望能提升我的写作能力,1
1204,我喜欢跑步,每天都要锻炼,1
1205,你觉得学习新技能难吗,我认为只要有兴趣就不难,0
1206,我在尝试新的运动项目,希望能找到适合我的,1
1207,我最近在学摄影,希望能拍出美丽的照片,1
1208,你有参加过什么比赛吗,我只参加过一次,0
1209,我在学习如何养花,希望能让家里更美丽,1
1210,我爱喝茶,特别是绿茶,1
1211,你有特别喜欢的食物吗,我非常喜欢意大利面,0
1212,我在参加一次科学展览,希望能取得好成绩,1
1213,他在学习吉他,我觉得很有才华,1
1214,你觉得运动的重要性如何,我认为非常重要,0
1215,我在参加一个文化交流活动,希望能了解不同文化,1
1216,我喜欢去书店,发现新书总是令人兴奋,1
1217,你有喜欢的运动吗,我喜欢游泳,0
1218,我在学习如何画画,希望能提升我的艺术水平,1
1219,她在参加一次音乐比赛,我觉得她的声音很好,1
1220,你最近有看过什么电影吗,我只看了老电影,0
1221,我在尝试新的手工艺,希望能制作出漂亮的作品,1
1222,我爱去海边,享受阳光和沙滩,1
1223,你觉得生活中最重要的是什么,我认为是家庭,0
1224,我在参加一个马拉松训练营,希望能提升我的耐力,1
1225,我喜欢喝果汁,特别是橙汁,1
1226,你有听过那首新歌吗,我觉得很不错,0
1227,我在学习新的外语,希望能流利交流,1
1228,他在准备一次演讲,我觉得很有挑战,1
1229,你最近有什么兴趣爱好,我没有特别的爱好,0
1230,我在参加一个科学项目,希望能取得好成果,1
1231,我爱看纪录片,觉得很有教育意义,1
1232,你觉得团队合作重要吗,我认为非常重要,0
1233,我在学习如何做甜点,希望能给朋友分享美味,1
1234,我喜欢去公园散步,享受自然的宁静,1
1235,你有参加过什么活动吗,我比较少参加,0
1236,我在学习新的舞蹈,希望能提升我的舞技,1
1237,她在参加一次艺术比赛,我觉得她很有创意,1
1238,你觉得写作的重要性是什么,我认为是表达思想,0
1239,我在参加一个编程课程,希望能提升我的技能,1
1240,我爱去博物馆,欣赏历史和艺术,1
1241,你有喜欢的作家吗,我特别喜欢科幻作家,0
1242,我在学习新的技能,希望能增加自己的竞争力,1
1243,我最近在读一本小说,觉得故事很吸引人,1
1244,你觉得社交活动能带来什么,我认为能增进友谊,0
1245,我在参加一个文化活动,希望能了解更多传统,1
1246,我喜欢骑自行车,享受骑行的乐趣,1
1247,你有喜欢的运动队吗,我不太关注体育,0
1248,我在学习如何做陶器,希望能制作出独特的作品,1
1249,她在参加一次演讲训练,我觉得她很努力,1
1250,你最近有什么新的兴趣,我只是在家休息,0
1251,我在参加一个摄影比赛,希望能展示我的作品,1
1252,我爱喝牛奶,每天都要喝,1
1253,你觉得美术对孩子的重要性是什么,我认为很有益,0
1254,我在尝试新的饮食,希望能改善我的生活质量,1
1255,我喜欢参加各类志愿活动,帮助别人让我很快乐,1
1256,你最近有看过什么书吗,我只在读电子书,0
1257,我在学习如何写作,希望能提升我的文笔,1
1258,他在参加一次音乐培训,我觉得他很有潜力,1
1259,你觉得成功的关键是什么,我认为是努力和坚持,0
1260,我在参加一个科学展览,希望能和大家分享我的成果,1
1261,我喜欢去健身房,锻炼身体很重要,1
1262,你有听过哪个新歌吗,我觉得旋律很好,0
1263,我在学习新的乐器,希望能和朋友一起演奏,1
1264,她在参加一次舞蹈表演,我觉得她很有魅力,1
1265,你觉得学习的最有效方法是什么,我认为是多练习,0
1266,我在尝试新的运动项目,希望能锻炼身体,1
1267,我爱去音乐会,享受现场的氛围,1
1268,你最近有什么兴趣爱好,我没有特别的安排,0
1269,我在参加一个写作班,希望能提升我的写作技巧,1
1270,我喜欢喝咖啡,每天都要喝,1
1271,你有参加过什么比赛吗,我只参加过一次,0
1272,我在学习如何做手工艺品,希望能制作出有趣的作品,1
1273,他在参加一次科学比赛,我觉得他很有才华,1
1274,你觉得团队合作的重要性是什么,我认为是相互支持,0
1275,我在尝试新的健身计划,希望能看到效果,1
1276,我爱去公园散步,享受大自然的美好,1
1277,你有特别喜欢的电影吗,我特别喜欢纪录片,0
1278,我在学习新的编程技巧,希望能用在项目中,1
1279,她在参加一次演讲比赛,我觉得她很勇敢,1
1280,你觉得成功最重要的是什么,我认为是不断学习,0
1281,我在参加一个艺术课程,希望能提高我的艺术感觉,1
1282,我喜欢去书店,总能发现新书,1
1283,你有特别喜欢的食物吗,我非常喜欢中餐,0
1284,我在学习新的语言,希望能流利交流,1
1285,我在参加一次马拉松比赛,希望能完成挑战,1
1286,你觉得旅行能带来什么,我认为能开阔视野,0
1287,我在尝试新的运动,希望能找到我的兴趣,1
1288,我爱喝茶,尤其是红茶,1
1289,你有听过哪个新歌吗,我觉得旋律很好,0
1290,我在学习如何烹饪,希望能为家人做出美食,1
1291,他在参加一次演讲训练,我觉得他很有潜力,1
1292,你最近有什么特别的计划,我没有什么安排,0
1293,我在参加一个科学展览,希望能展示我的成果,1
1294,我喜欢跑步,每天都要锻炼,1
1295,你觉得学习新技能难吗,我认为只要有兴趣就不难,0
1296,我在尝试新的手工艺,希望能制作出美丽的作品,1
1297,我爱去健身房,保持身体健康很重要,1
1298,你有喜欢的博物馆吗,我最喜欢现代艺术博物馆,0
1299,我在学习如何制作糕点,希望能掌握更多技巧,1
1300,她在参加一次音乐比赛,我觉得她的声音很好,1
1301,你最近有什么兴趣爱好,我没有特别的爱好,0
1302,我在参加一个创意写作班,希望能提高我的写作能力,1
1303,我喜欢去海边,享受阳光和沙滩,1
1304,你觉得生活中最重要的是什么,我认为是家庭,0
1305,我在参加一次马拉松训练营,希望能提升我的耐力,1
1306,我爱喝果汁,特别是苹果汁,1
1307,你有参加过什么志愿活动吗,我曾经参加过几次,0
1308,我在学习如何做面包,希望能掌握更多技巧,1
1309,我喜欢去咖啡馆,享受安静的时光,1
1310,你觉得旅行能带来什么,我认为能开阔视野,0
1311,我在参加一次马拉松比赛,希望能挑战自己,1
1312,我爱看书,特别是历史类书籍,1
1313,你有喜欢的博物馆吗,我最喜欢自然历史博物馆,0
1314,我在学习新的编程语言,希望能用在项目中,1
1315,她在准备一次重要的演讲,我觉得她很有勇气,1
1316,你最近有什么特别的计划,我没有什么安排,0
1317,我在参加一个创意写作班,希望能提升我的写作能力,1
1318,我喜欢跑步,每天都要锻炼,1
1319,你觉得学习新技能难吗,我认为只要有兴趣就不难,0
1320,我在尝试新的运动项目,希望能找到适合我的,1
1321,我最近在学摄影,希望能拍出美丽的照片,1
1322,你有参加过什么比赛吗,我只参加过一次,0
1323,我在学习如何养花,希望能让家里更美丽,1
1324,我爱喝茶,特别是绿茶,1
1325,你有特别喜欢的食物吗,我非常喜欢意大利面,0
1326,我在参加一次科学展览,希望能取得好成绩,1
1327,他在学习吉他,我觉得很有才华,1
1328,你觉得运动的重要性如何,我认为非常重要,0
1329,我在参加一个文化交流活动,希望能了解不同文化,1
1330,我喜欢去书店,发现新书总是令人兴奋,1
1331,你有喜欢的运动吗,我喜欢游泳,0
1332,我在学习如何画画,希望能提升我的艺术水平,1
1333,她在参加一次音乐比赛,我觉得她的声音很好,1
1334,你最近有看过什么电影吗,我只看了老电影,0
1335,我在尝试新的手工艺,希望能制作出漂亮的作品,1
1336,我爱去海边,享受阳光和沙滩,1
1337,你觉得生活中最重要的是什么,我认为是家庭,0
1338,我在参加一个马拉松训练营,希望能提升我的耐力,1
1339,我喜欢喝果汁,特别是橙汁,1
1340,你有听过那首新歌吗,我觉得很不错,0
1341,我在学习新的外语,希望能流利交流,1
1342,他在准备一次演讲,我觉得很有挑战,1
1343,你最近有什么兴趣爱好,我没有特别的爱好,0
1344,我在参加一个科学项目,希望能取得好成果,1
1345,我爱看纪录片,觉得很有教育意义,1
1346,你觉得团队合作重要吗,我认为非常重要,0
1347,我在学习如何做甜点,希望能给朋友分享美味,1
1348,我喜欢去公园散步,享受自然的宁静,1
1349,你有参加过什么活动吗,我比较少参加,0
1350,我在学习新的舞蹈,希望能提升我的舞技,1
1351,她在参加一次艺术比赛,我觉得她很有创意,1
1352,你觉得写作的重要性是什么,我认为是表达思想,0
1353,我在参加一个编程课程,希望能提升我的技能,1
1354,我爱去博物馆,欣赏历史和艺术,1
1355,你有喜欢的作家吗,我特别喜欢科幻作家,0
1356,我在学习新的技能,希望能增加自己的竞争力,1
1357,我最近在读一本小说,觉得故事很吸引人,1
1358,你觉得社交活动能带来什么,我认为能增进友谊,0
1359,我在参加一个文化活动,希望能了解更多传统,1
1360,我喜欢骑自行车,享受骑行的乐趣,1
1361,你有喜欢的运动队吗,我不太关注体育,0
1362,我在学习如何做陶器,希望能制作出独特的作品,1
1363,她在参加一次演讲训练,我觉得她很努力,1
1364,你最近有什么新的兴趣,我只是在家休息,0
1365,我在参加一个摄影比赛,希望能展示我的作品,1
1366,我爱喝牛奶,每天都要喝,1
1367,你觉得美术对孩子的重要性是什么,我认为很有益,0
1368,我在尝试新的饮食,希望能改善我的生活质量,1
1369,我喜欢参加各类志愿活动,帮助别人让我很快乐,1
1370,你最近有看过什么书吗,我只在读电子书,0
1371,我在学习如何写作,希望能提升我的文笔,1
1372,他在参加一次音乐培训,我觉得他很有潜力,1
1373,你觉得成功的关键是什么,我认为是努力和坚持,0
1374,我在参加一个科学展览,希望能和大家分享我的成果,1
1375,我喜欢去健身房,锻炼身体很重要,1
1376,你有听过哪个新歌吗,我觉得旋律很好,0
1377,我在学习新的乐器,希望能和朋友一起演奏,1
1378,她在参加一次舞蹈表演,我觉得她很有魅力,1
1379,你觉得学习的最有效方法是什么,我认为是多练习,0
1380,我在尝试新的运动项目,希望能锻炼身体,1
1381,我爱去音乐会,享受现场的氛围,1
1382,你最近有什么兴趣爱好,我没有特别的安排,0
1383,我在参加一个写作班,希望能提升我的写作技巧,1
1384,我喜欢喝咖啡,每天都要喝,1
1385,你有参加过什么比赛吗,我只参加过一次,0
1386,我在学习如何做手工艺品,希望能制作出有趣的作品,1
1387,他在参加一次科学比赛,我觉得他很有才华,1
1388,你觉得团队合作的重要性是什么,我认为是相互支持,0
1389,我在尝试新的健身计划,希望能看到效果,1
1390,我爱去公园散步,享受大自然的美好,1
1391,你有特别喜欢的电影吗,我特别喜欢纪录片,0
1392,我在学习新的编程技巧,希望能用在项目中,1
1393,她在参加一次演讲比赛,我觉得她很勇敢,1
1394,你觉得成功最重要的是什么,我认为是不断学习,0
1395,我在参加一个艺术课程,希望能提高我的艺术感觉,1
1396,我喜欢去书店,总能发现新书,1
1397,你有特别喜欢的食物吗,我非常喜欢中餐,0
1398,我在学习新的语言,希望能流利交流,1
1399,我在参加一次马拉松比赛,希望能完成挑战,1
1400,你觉得旅行能带来什么,我认为能开阔视野,0
1401,我在尝试新的运动,希望能找到我的兴趣,1
1402,我爱喝茶,尤其是红茶,1
1403,你有听过哪个新歌吗,我觉得旋律很好,0
1404,我在学习如何烹饪,希望能为家人做出美食,1
1405,他在参加一次演讲训练,我觉得他很有潜力,1
1406,你最近有什么特别的计划,我没有什么安排,0
1407,我在参加一个科学展览,希望能展示我的成果,1
1408,我喜欢跑步,每天都要锻炼,1
1409,你觉得学习新技能难吗,我认为只要有兴趣就不难,0
1410,我在尝试新的手工艺,希望能制作出美丽的作品,1
1411,我爱去健身房,保持身体健康很重要,1
1412,你有喜欢的博物馆吗,我最喜欢现代艺术博物馆,0
1413,我在学习如何制作糕点,希望能掌握更多技巧,1
1414,她在参加一次音乐比赛,我觉得她的声音很好,1
1415,你最近有什么兴趣爱好,我没有特别的爱好,0
1416,我在参加一个创意写作班,希望能提高我的写作能力,1
1417,我喜欢去海边,享受阳光和沙滩,1
1418,你觉得生活中最重要的是什么,我认为是家庭,0
1419,我在参加一次马拉松训练营,希望能提升我的耐力,1
1420,我爱喝果汁,特别是苹果汁,1
1421,你有参加过什么志愿活动吗,我曾经参加过几次,0
1422,我在学习如何做面包,希望能掌握更多技巧,1
1423,我喜欢去咖啡馆,享受安静的时光,1
1424,你觉得旅行能带来什么,我认为能开阔视野,0
1425,我在参加一次马拉松比赛,希望能挑战自己,1
1426,我爱看书,特别是历史类书籍,1
1427,你有喜欢的博物馆吗,我最喜欢自然历史博物馆,0
1428,我在学习新的编程语言,希望能用在项目中,1
1429,她在准备一次重要的演讲,我觉得她很有勇气,1
1430,你最近有什么特别的计划,我没有什么安排,0
1431,我在参加一个创意写作班,希望能提升我的写作能力,1
1432,我喜欢跑步,每天都要锻炼,1
1433,你觉得学习新技能难吗,我认为只要有兴趣就不难,0
1434,我在尝试新的运动项目,希望能找到适合我的,1
1435,我最近在学摄影,希望能拍出美丽的照片,1
1436,你有参加过什么比赛吗,我只参加过一次,0
1437,我在学习如何养花,希望能让家里更美丽,1
1438,我爱喝茶,特别是绿茶,1
1439,你有特别喜欢的食物吗,我非常喜欢意大利面,0
1440,我在参加一次科学展览,希望能取得好成绩,1
1441,他在学习吉他,我觉得很有才华,1
1442,你觉得运动的重要性如何,我认为非常重要,0
1443,我在参加一个文化交流活动,希望能了解不同文化,1
1444,我喜欢去书店,发现新书总是令人兴奋,1
1445,你有喜欢的运动吗,我喜欢游泳,0
1446,我在学习如何画画,希望能提升我的艺术水平,1
1447,她在参加一次音乐比赛,我觉得她的声音很好,1
1448,你最近有看过什么电影吗,我只看了老电影,0
1449,我在尝试新的手工艺,希望能制作出漂亮的作品,1
1450,我爱去海边,享受阳光和沙滩,1
1451,你觉得生活中最重要的是什么,我认为是家庭,0
1452,我在参加一个马拉松训练营,希望能提升我的耐力,1
1453,我喜欢喝果汁,特别是橙汁,1
1454,你有听过那首新歌吗,我觉得很不错,0
1455,我在学习新的外语,希望能流利交流,1
1456,他在准备一次演讲,我觉得很有挑战,1
1457,你最近有什么兴趣爱好,我没有特别的爱好,0
1458,我在参加一个科学项目,希望能取得好成果,1
1459,我爱看纪录片,觉得很有教育意义,1
1460,你觉得团队合作重要吗,我认为非常重要,0
1461,我在学习如何做甜点,希望能给朋友分享美味,1
1462,我喜欢去公园散步,享受自然的宁静,1
1463,你有参加过什么活动吗,我比较少参加,0
1464,我在学习新的舞蹈,希望能提升我的舞技,1
1465,她在参加一次艺术比赛,我觉得她很有创意,1
1466,你觉得写作的重要性是什么,我认为是表达思想,0
1467,我在参加一个编程课程,希望能提升我的技能,1
1468,我爱去博物馆,欣赏历史和艺术,1
1469,你有喜欢的作家吗,我特别喜欢科幻作家,0
1470,我在学习新的技能,希望能增加自己的竞争力,1
1471,我最近在读一本小说,觉得故事很吸引人,1
1472,你觉得社交活动能带来什么,我认为能增进友谊,0
1473,我在参加一个文化活动,希望能了解更多传统,1
1474,我喜欢骑自行车,享受骑行的乐趣,1
1475,你有喜欢的运动队吗,我不太关注体育,0
1476,我在学习如何做陶器,希望能制作出独特的作品,1
1477,她在参加一次演讲训练,我觉得她很努力,1
1478,你最近有什么新的兴趣,我只是在家休息,0
1479,我在参加一个摄影比赛,希望能展示我的作品,1
1480,我爱喝牛奶,每天都要喝,1
1481,你觉得美术对孩子的重要性是什么,我认为很有益,0
1482,我在尝试新的饮食,希望能改善我的生活质量,1
1483,我喜欢参加各类志愿活动,帮助别人让我很快乐,1
1484,你最近有看过什么书吗,我只在读电子书,0
1485,我在学习如何写作,希望能提升我的文笔,1
1486,他在参加一次音乐培训,我觉得他很有潜力,1
1487,你觉得成功的关键是什么,我认为是努力和坚持,0
1488,我在参加一个科学展览,希望能和大家分享我的成果,1
1489,我喜欢去健身房,锻炼身体很重要,1
1490,你有听过哪个新歌吗,我觉得旋律很好,0
1491,我在学习新的乐器,希望能和朋友一起演奏,1
1492,她在参加一次舞蹈表演,我觉得她很有魅力,1
1493,你觉得学习的最有效方法是什么,我认为是多练习,0
1494,我在尝试新的运动项目,希望能锻炼身体,1
1495,我爱去音乐会,享受现场的氛围,1
1496,你最近有什么兴趣爱好,我没有特别的安排,0
1497,我在参加一个写作班,希望能提升我的写作技巧,1
1498,我喜欢喝咖啡,每天都要喝,1
1499,你有参加过什么比赛吗,我只参加过一次,0
1500,我在学习如何做手工艺品,希望能制作出有趣的作品,1
1501,他在参加一次科学比赛,我觉得他很有才华,1
1502,你觉得团队合作的重要性是什么,我认为是相互支持,0
1503,我在尝试新的健身计划,希望能看到效果,1
1504,我爱去公园散步,享受大自然的美好,1
1505,你有特别喜欢的电影吗,我特别喜欢纪录片,0
1506,我在学习新的编程技巧,希望能用在项目中,1
1507,她在参加一次演讲比赛,我觉得她很勇敢,1
1508,你觉得成功最重要的是什么,我认为是不断学习,0
1509,我在参加一个艺术课程,希望能提高我的艺术感觉,1
1510,我喜欢去书店,总能发现新书,1
1511,你有特别喜欢的食物吗,我非常喜欢中餐,0
1512,我在学习新的语言,希望能流利交流,1
1513,我在参加一次马拉松比赛,希望能完成挑战,1
1514,你觉得旅行能带来什么,我认为能开阔视野,0
1515,我在尝试新的运动,希望能找到我的兴趣,1
1516,我爱喝茶,尤其是红茶,1
1517,你有听过哪个新歌吗,我觉得旋律很好,0
1518,我在学习如何烹饪,希望能为家人做出美食,1
1519,他在参加一次演讲训练,我觉得他很有潜力,1
1520,你最近有什么特别的计划,我没有什么安排,0
1521,我在参加一个科学展览,希望能展示我的成果,1
1522,我喜欢跑步,每天都要锻炼,1
1523,你觉得学习新技能难吗,我认为只要有兴趣就不难,0
1524,我在尝试新的手工艺,希望能制作出美丽的作品,1
1525,我爱去健身房,保持身体健康很重要,1
1526,你有喜欢的博物馆吗,我最喜欢现代艺术博物馆,0
1527,我在学习如何制作糕点,希望能掌握更多技巧,1
1528,她在参加一次音乐比赛,我觉得她的声音很好,1
1529,你最近有什么兴趣爱好,我没有特别的爱好,0
1530,我在参加一个创意写作班,希望能提高我的写作能力,1
1531,我喜欢去海边,享受阳光和沙滩,1
1532,你觉得生活中最重要的是什么,我认为是家庭,0
1533,我在参加一次马拉松训练营,希望能提升我的耐力,1
1534,我爱喝果汁,特别是苹果汁,1
1535,你有参加过什么志愿活动吗,我曾经参加过几次,0
1536,我在学习如何做面包,希望能掌握更多技巧,1
1537,我喜欢去咖啡馆,享受安静的时光,1
1538,你觉得旅行能带来什么,我认为能开阔视野,0
1539,我在参加一次马拉松比赛,希望能挑战自己,1
1540,我爱看书,特别是历史类书籍,1
1541,你有喜欢的博物馆吗,我最喜欢自然历史博物馆,0
1542,我在学习新的编程语言,希望能用在项目中,1
1543,她在准备一次重要的演讲,我觉得她很有勇气,1
1544,你最近有什么特别的计划,我没有什么安排,0
1545,我在参加一个创意写作班,希望能提升我的写作能力,1
1546,我喜欢跑步,每天都要锻炼,1
1547,你觉得学习新技能难吗,我认为只要有兴趣就不难,0
1548,我在尝试新的运动项目,希望能找到适合我的,1
1549,我最近在学摄影,希望能拍出美丽的照片,1
1550,你有参加过什么比赛吗,我只参加过一次,0
1551,我在学习如何养花,希望能让家里更美丽,1
1552,我爱喝茶,特别是绿茶,1
1553,你有特别喜欢的食物吗,我非常喜欢意大利面,0
1554,我在参加一次科学展览,希望能取得好成绩,1
1555,他在学习吉他,我觉得很有才华,1
1556,你觉得运动的重要性如何,我认为非常重要,0
1557,我在参加一个文化交流活动,希望能了解不同文化,1
1558,我喜欢去书店,发现新书总是令人兴奋,1
1559,你有喜欢的运动吗,我喜欢游泳,0
1560,我在学习如何画画,希望能提升我的艺术水平,1
1561,她在参加一次音乐比赛,我觉得她的声音很好,1
1562,你最近有看过什么电影吗,我只看了老电影,0
1563,我在尝试新的手工艺,希望能制作出漂亮的作品,1
1564,我爱去海边,享受阳光和沙滩,1
1565,你觉得生活中最重要的是什么,我认为是家庭,0
1566,我在参加一个马拉松训练营,希望能提升我的耐力,1
1567,我喜欢喝果汁,特别是橙汁,1
